Date,us_2year_bond_futures,us_10year_bond_futures,us_30year_bond_features,uk_gilt,jpy_bond_price
2013-05-13,0.2368,131.95,144.64,118.0,143.2
2013-05-14,0.245,131.57,143.64,117.61,142.06
2013-05-15,0.2371,131.9,144.24,117.5,142.07
2013-05-16,0.2293,132.31,145.14,118.03,142.54
2013-05-17,0.2418,131.84,143.89,117.69,142.77
2013-05-20,0.2379,131.78,143.68,117.58,142.14
2013-05-21,0.234,132.01,144.36,117.61,141.86
2013-05-22,0.2463,131.13,142.68,117.5,141.81
2013-05-23,0.2465,131.29,143.07,117.5,142.13
2013-05-24,0.2472,131.31,143.32,117.69,142.36
2013-05-27,,130.2,142.06,,142.51
2013-05-28,0.2882,129.17,139.7,116.3,141.87
2013-05-29,0.2931,129.57,140.76,115.92,141.65
2013-05-30,0.2931,129.57,140.64,116.33,142.04
2013-05-31,0.2933,129.42,140.35,115.69,142.45
2013-06-03,0.2914,129.48,140.49,115.86,142.96
2013-06-04,0.2974,129.23,139.89,115.44,142.33
2013-06-05,0.2856,129.59,140.86,115.83,142.71
2013-06-06,0.2876,129.76,141.01,115.88,143.1
2013-06-07,0.3017,128.96,139.43,114.97,143.07
2013-06-10,0.3097,128.73,138.86,114.31,142.99
2013-06-11,0.3218,128.87,139.49,114.22,142.4
2013-06-12,0.3259,128.62,138.76,114.47,142.3
2013-06-13,0.282,129.29,139.99,114.84,142.43
2013-06-14,0.2701,129.57,140.24,115.5,142.88
2013-06-17,0.262,129.2,139.36,115.25,142.74
2013-06-18,0.2621,129.17,139.45,114.75,142.85
2013-06-19,0.3064,127.51,137.49,114.75,142.99
2013-06-20,0.3267,127.1,136.14,113.14,142.38
2013-06-21,0.3676,126.13,134.68,111.91,142.17
2013-06-24,0.3841,125.98,134.94,110.94,142.2
2013-06-25,0.4047,125.54,133.86,110.72,142.36
2013-06-26,0.3789,126.18,134.97,111.7,142.27
2013-06-27,0.3514,126.7,135.8,112.03,142.71
2013-06-28,0.3554,126.46,135.74,111.8,142.65
2013-07-01,0.3514,126.63,135.89,112.11,142.21
2013-07-02,0.3474,126.6,135.95,112.67,142.34
2013-07-03,0.3631,126.26,135.47,112.14,142.51
2013-07-04,,126.18,135.3,112.48,142.56
2013-07-05,0.3948,124.51,132.16,111.25,142.57
2013-07-08,0.3591,125.32,133.61,111.34,142.23
2013-07-09,0.367,125.46,133.45,111.78,142.43
2013-07-10,0.3511,125.71,133.45,112.06,142.62
2013-07-11,0.3291,126.32,134.18,112.31,142.96
2013-07-12,0.339,126.23,134.26,113.03,143.15
2013-07-15,0.3269,126.6,134.86,112.83,
2013-07-16,0.3228,126.59,134.99,113.62,143.13
2013-07-17,0.2986,127.05,135.32,113.25,143.21
2013-07-18,0.3025,126.79,134.68,113.61,143.39
2013-07-19,0.2982,127.1,135.64,113.25,143.38
2013-07-22,0.3021,127.18,135.6,113.53,143.68
2013-07-23,0.3061,127.04,135.2,113.06,143.71
2013-07-24,0.3481,126.4,134.14,112.19,143.74
2013-07-25,0.3206,126.62,134.36,112.45,143.45
2013-07-26,0.3127,126.65,134.7,112.92,143.69
2013-07-29,0.3167,126.42,133.89,112.94,143.58
2013-07-30,0.3127,126.37,133.7,113.03,143.63
2013-07-31,0.3089,126.54,134.24,112.72,143.56
2013-08-01,0.3247,125.47,132.32,112.09,143.56
2013-08-02,0.2974,126.6,133.76,111.94,143.26
2013-08-05,0.3014,126.38,133.24,111.25,143.73
2013-08-06,0.3054,126.34,133.18,111.33,143.66
2013-08-07,0.3015,126.65,133.89,111.41,144.04
2013-08-08,0.3016,126.79,134.25,111.25,144.02
2013-08-09,0.3018,126.84,134.49,111.61,144.02
2013-08-12,0.3059,126.49,133.82,111.42,144.01
2013-08-13,0.33,125.65,132.55,110.14,144.1
2013-08-14,0.3261,125.73,132.57,109.84,143.96
2013-08-15,0.3462,125.4,131.8,109.39,144.02
2013-08-16,0.3386,125.01,131.11,108.97,143.89
2013-08-19,0.3508,124.62,130.39,108.72,143.73
2013-08-20,0.3388,125.17,131.28,109.31,144.07
2013-08-21,0.3673,124.42,130.26,109.09,144.14
2013-08-22,0.3877,124.35,130.76,108.92,143.94
2013-08-23,0.3761,124.93,131.86,109.09,143.64
2013-08-26,0.364,124.01,130.81,,143.76
2013-08-27,0.356,124.7,131.95,109.44,144.06
2013-08-28,0.3947,124.23,131.32,109.12,144.27
2013-08-29,0.3947,124.26,131.51,109.53,144.39
2013-08-30,0.3987,123.99,131.39,109.33,144.38
2013-09-02,,123.53,130.86,108.67,144.12
2013-09-03,0.4145,123.48,130.05,108.5,143.96
2013-09-04,0.47,123.07,129.89,108.5,144.0
2013-09-05,0.5177,122.29,128.57,107.22,143.94
2013-09-06,0.4545,122.99,129.07,107.97,143.96
2013-09-09,0.4427,123.21,129.36,107.75,143.31
2013-09-10,0.4707,122.88,128.74,107.19,143.44
2013-09-11,0.4429,123.42,129.43,107.28,143.64
2013-09-12,0.443,123.38,129.6,108.08,143.59
2013-09-13,0.4312,123.63,129.95,108.17,143.61
2013-09-16,0.387,124.07,129.89,108.47,
2013-09-17,0.371,124.15,130.36,108.03,143.63
2013-09-18,0.3206,125.73,132.2,107.5,143.74
2013-09-19,0.3347,125.15,131.24,108.5,144.04
2013-09-20,0.3304,125.28,131.61,108.27,143.85
2013-09-23,0.3304,125.54,132.11,108.47,
2013-09-24,0.3262,125.87,132.99,109.56,144.15
2013-09-25,0.3402,126.17,133.3,109.94,144.19
2013-09-26,0.3402,126.04,132.99,109.97,144.02
2013-09-27,0.3324,126.29,133.3,110.3,144.17
2013-09-30,0.3168,126.43,133.45,110.19,144.13
2013-10-01,0.3287,126.06,132.95,110.39,144.21
2013-10-02,0.3169,126.43,133.36,110.36,144.39
2013-10-03,0.3091,126.63,133.45,110.67,144.46
2013-10-04,0.3292,126.18,133.07,110.16,144.38
2013-10-07,0.3412,126.34,133.45,110.53,144.48
2013-10-08,0.3811,126.24,133.45,110.52,144.38
2013-10-09,0.3574,126.15,132.93,110.56,144.39
2013-10-10,0.3416,126.03,132.68,109.92,144.4
2013-10-11,0.3501,126.09,132.68,109.97,144.39
2013-10-14,,125.78,131.95,109.81,
2013-10-15,0.3543,125.79,131.95,109.39,144.18
2013-10-16,0.3303,126.31,133.07,109.14,144.46
2013-10-17,0.3103,126.9,134.11,109.95,144.67
2013-10-18,0.3106,126.95,134.3,110.28,144.78
2013-10-21,0.3106,126.78,133.8,110.03,144.72
2013-10-22,0.2905,127.49,135.01,110.94,144.79
2013-10-23,0.3068,127.54,135.2,111.25,144.89
2013-10-24,0.3028,127.38,135.05,110.97,144.87
2013-10-25,0.2989,127.54,135.2,111.27,144.86
2013-10-28,0.3031,127.56,135.11,111.31,144.83
2013-10-29,0.3127,127.7,135.32,111.56,144.96
2013-10-30,0.3127,127.45,134.76,111.97,145.17
2013-10-31,0.305,127.26,134.69,111.22,145.07
2013-11-01,0.3091,126.76,133.7,110.83,145.06
2013-11-04,0.3013,126.95,133.93,111.08,
2013-11-05,0.3014,126.53,132.82,110.27,144.99
2013-11-06,0.2896,126.9,132.99,110.12,144.86
2013-11-07,0.2817,127.18,133.82,110.56,145.13
2013-11-08,0.3098,126.1,131.7,109.69,145.12
2013-11-11,,126.01,131.36,109.39,145.02
2013-11-12,0.3259,125.85,131.39,109.41,144.93
2013-11-13,0.298,126.67,132.2,109.5,144.91
2013-11-14,0.29,126.92,132.74,110.06,144.98
2013-11-15,0.2902,126.79,132.61,110.08,144.7
2013-11-18,0.2782,127.1,133.18,110.25,144.82
2013-11-19,0.2863,126.76,132.51,110.16,144.97
2013-11-20,0.2742,126.29,130.93,109.84,144.89
2013-11-21,0.2702,126.38,131.24,109.28,144.75
2013-11-22,0.2784,126.63,132.01,109.5,144.82
2013-11-25,0.2785,125.49,130.7,108.78,144.73
2013-11-26,0.2893,125.67,130.99,109.17,144.98
2013-11-27,0.2854,125.43,130.7,108.88,145.07
2013-11-28,,125.43,130.7,109.17,145.1
2013-11-29,0.2814,125.26,130.45,108.91,145.12
2013-12-02,0.2854,124.92,129.82,108.19,145.0
2013-12-03,0.2855,125.06,130.01,108.41,144.88
2013-12-04,0.2895,124.6,129.18,107.53,144.84
2013-12-05,0.3014,124.28,128.86,107.47,144.84
2013-12-06,0.3016,124.37,129.26,107.58,144.52
2013-12-09,0.2977,124.46,129.57,107.42,144.01
2013-12-10,0.2978,124.81,130.07,107.81,144.01
2013-12-11,0.3058,124.43,129.39,107.95,144.19
2013-12-12,0.3219,124.21,129.26,107.67,144.1
2013-12-13,0.3242,124.28,129.64,107.64,143.8
2013-12-16,0.3303,124.2,129.3,107.72,143.87
2013-12-17,0.3184,124.59,129.99,107.89,144.08
2013-12-18,0.3324,124.1,129.26,107.38,144.1
2013-12-19,0.3638,123.67,129.05,107.0,143.95
2013-12-20,0.3756,123.74,130.07,107.2,143.96
2013-12-23,0.3834,123.43,129.47,107.0,
2013-12-24,0.3952,123.04,128.6,106.92,143.96
2013-12-26,0.407,122.98,128.45,,
2013-12-27,0.3874,122.99,128.25,106.05,143.74
2013-12-30,0.3795,123.24,128.82,106.45,143.36
2013-12-31,0.3799,122.86,128.01,106.56,
2014-01-02,0.3801,123.18,128.51,106.53,143.17
2014-01-03,0.3965,123.12,128.55,106.67,
2014-01-06,0.3927,123.48,128.99,107.19,143.54
2014-01-07,0.3909,123.63,129.24,107.47,143.86
2014-01-08,0.425,123.1,128.89,107.11,143.71
2014-01-09,0.4292,123.31,129.24,107.17,143.78
2014-01-10,0.3699,124.32,130.68,108.25,143.8
2014-01-13,0.356,124.57,131.07,108.81,
2014-01-14,0.3782,124.15,130.61,108.56,144.34
2014-01-15,0.3905,123.92,130.3,108.31,144.22
2014-01-16,0.3826,124.29,131.07,108.89,144.18
2014-01-17,0.3712,124.49,131.43,108.78,144.24
2014-01-20,,124.49,131.55,108.92,144.29
2014-01-21,0.3755,124.32,131.32,108.92,144.04
2014-01-22,0.4,123.9,130.99,108.31,144.19
2014-01-23,0.3596,124.73,132.24,109.39,144.37
2014-01-24,0.3355,125.23,133.11,109.55,144.67
2014-01-27,0.3398,124.99,132.61,109.48,144.59
2014-01-28,0.3399,125.03,132.55,109.38,144.62
2014-01-29,0.3515,125.6,133.55,109.89,144.59
2014-01-30,0.3436,125.45,133.24,109.97,144.7
2014-01-31,0.3277,125.88,133.93,110.36,144.77
2014-02-03,0.2942,126.43,134.95,110.62,144.79
2014-02-04,0.3118,126.09,134.07,110.36,144.79
2014-02-05,0.3117,125.85,133.43,110.5,144.9
2014-02-06,0.3196,125.59,133.07,110.08,144.78
2014-02-07,0.3034,125.9,133.14,110.42,144.71
2014-02-10,0.3073,125.98,133.39,110.25,144.87
2014-02-11,0.3311,125.51,132.76,110.08,
2014-02-12,0.339,125.25,132.28,109.31,144.79
2014-02-13,0.311,125.76,133.07,109.75,144.91
2014-02-14,0.3107,125.65,132.95,109.8,144.94
2014-02-17,,125.67,133.01,109.83,144.88
2014-02-18,0.2985,125.96,133.36,110.22,144.92
2014-02-19,0.3145,125.67,132.82,110.3,144.99
2014-02-20,0.3185,125.51,132.74,109.64,145.16
2014-02-21,0.3142,125.62,133.11,109.81,145.05
2014-02-24,0.3181,123.98,131.49,108.75,145.13
2014-02-25,0.314,124.24,132.11,109.16,145.17
2014-02-26,0.3245,124.59,132.72,109.27,145.14
2014-02-27,0.3206,124.78,133.18,109.88,145.18
2014-02-28,0.3169,124.6,133.2,109.48,145.18
2014-03-03,0.3012,124.99,133.7,110.17,145.26
2014-03-04,0.3329,124.28,132.26,109.61,145.2
2014-03-05,0.333,124.23,132.26,109.47,145.13
2014-03-06,0.3411,124.03,131.74,109.0,145.13
2014-03-07,0.3693,123.56,131.11,108.7,145.1
2014-03-10,0.3655,123.63,131.2,108.72,144.78
2014-03-11,0.3697,123.71,131.36,108.88,144.76
2014-03-12,0.3618,124.01,132.01,109.22,144.77
2014-03-13,0.338,124.6,133.36,109.88,144.53
2014-03-14,0.3424,124.57,133.32,110.11,144.75
2014-03-17,0.3586,124.31,132.76,109.94,144.79
2014-03-18,0.3466,124.49,133.14,109.97,144.86
2014-03-19,0.4195,123.42,132.07,109.81,144.96
2014-03-20,0.4197,123.43,132.05,109.14,145.02
2014-03-21,0.4245,123.49,132.7,109.45,
2014-03-24,0.4329,123.4,133.2,109.86,144.91
2014-03-25,0.425,123.35,132.82,109.75,144.95
2014-03-26,0.4418,123.82,133.74,109.95,144.7
2014-03-27,0.4457,123.78,133.99,110.11,144.74
2014-03-28,0.4496,123.45,133.43,109.69,144.79
2014-03-31,0.4183,123.54,133.24,109.61,144.62
2014-04-01,0.4301,123.42,132.61,109.59,144.86
2014-04-02,0.4539,122.9,131.93,109.27,144.76
2014-04-03,0.454,122.88,132.11,109.39,144.58
2014-04-04,0.4107,123.7,133.01,110.14,144.53
2014-04-07,0.3948,123.82,133.43,110.25,144.88
2014-04-08,0.3949,124.04,133.64,109.94,144.86
2014-04-09,0.3631,124.2,133.26,109.92,144.91
2014-04-10,0.3511,124.53,134.14,110.69,144.98
2014-04-11,0.355,124.71,134.64,110.75,144.98
2014-04-14,0.367,124.49,134.43,110.58,145.04
2014-04-15,0.367,124.56,134.8,111.0,145.1
2014-04-16,0.367,124.42,134.99,110.55,145.05
2014-04-17,0.3952,123.73,133.89,110.03,145.06
2014-04-18,,,,,145.07
2014-04-21,0.3912,123.74,133.82,,145.05
2014-04-22,0.3993,123.74,134.11,109.86,145.07
2014-04-23,0.4418,123.84,134.32,110.2,144.96
2014-04-24,0.4378,123.98,134.64,110.02,144.93
2014-04-25,0.43,124.1,134.93,110.56,144.89
2014-04-28,0.4319,123.9,134.32,110.42,144.98
2014-04-29,0.4378,123.99,134.36,110.19,
2014-04-30,0.4104,124.43,134.93,110.41,144.91
2014-05-01,0.4065,124.6,135.57,110.62,144.97
2014-05-02,0.4224,124.73,136.2,110.72,145.09
2014-05-05,0.4185,124.59,135.74,,
2014-05-06,0.4226,124.67,136.07,110.48,
2014-05-07,0.3988,124.85,136.01,110.59,145.21
2014-05-08,0.3869,125.01,135.93,110.66,145.13
2014-05-09,0.383,124.99,135.8,110.19,145.14
2014-05-12,0.395,124.7,135.26,109.86,145.08
2014-05-13,0.379,125.1,135.99,110.33,145.05
2014-05-14,0.367,125.6,137.01,111.33,145.13
2014-05-15,0.3509,125.98,137.82,111.84,145.21
2014-05-16,0.3589,125.7,137.39,111.53,145.32
2014-05-19,0.3427,125.68,136.89,111.23,145.25
2014-05-20,0.3346,125.96,137.18,111.11,145.24
2014-05-21,0.3386,125.81,136.76,110.78,145.22
2014-05-22,0.3426,125.67,136.51,110.73,145.16
2014-05-23,0.3424,125.79,136.99,110.81,145.25
2014-05-26,,124.96,136.18,,145.25
2014-05-27,0.3444,125.09,136.64,109.94,145.26
2014-05-28,0.3652,125.63,137.82,110.86,145.39
2014-05-29,0.375,125.45,137.36,110.86,145.49
2014-05-30,0.373,125.34,137.18,110.66,145.5
2014-06-02,0.3868,124.92,136.43,110.17,145.42
2014-06-03,0.3987,124.35,135.26,109.92,145.34
2014-06-04,0.3908,124.32,135.18,109.5,145.33
2014-06-05,0.379,124.51,135.36,109.67,145.33
2014-06-06,0.3988,124.4,135.51,109.8,145.52
2014-06-09,0.4188,124.24,135.39,109.53,145.19
2014-06-10,0.4388,123.96,134.76,109.28,145.21
2014-06-11,0.4309,124.06,134.93,109.33,145.18
2014-06-12,0.437,124.38,135.8,109.28,145.22
2014-06-13,0.4493,124.29,135.76,109.08,145.23
2014-06-16,0.4675,124.32,135.95,108.98,145.2
2014-06-17,0.4797,123.88,135.14,108.81,145.31
2014-06-18,0.4435,124.49,135.99,109.16,145.25
2014-06-19,0.4477,124.35,135.18,109.19,145.35
2014-06-20,0.4561,124.4,135.61,109.06,145.41
2014-06-23,0.4643,124.24,135.26,109.25,145.39
2014-06-24,0.4563,124.62,136.11,109.3,145.45
2014-06-25,0.4804,124.79,136.51,110.14,145.57
2014-06-26,0.4627,125.03,136.95,110.28,145.64
2014-06-27,0.4607,125.09,136.82,110.25,145.67
2014-06-30,0.4567,125.07,136.89,109.89,145.64
2014-07-01,0.4645,124.85,136.32,109.61,145.7
2014-07-02,0.4803,124.4,135.3,109.19,145.64
2014-07-03,0.5059,124.24,135.05,109.2,145.6
2014-07-04,,124.24,135.18,109.19,145.56
2014-07-07,0.5119,124.42,135.75,109.42,145.61
2014-07-08,0.504,124.79,136.7,110.17,145.73
2014-07-09,0.4761,124.95,136.8,110.12,145.8
2014-07-10,0.4541,125.13,137.01,110.41,145.86
2014-07-11,0.4479,125.24,137.45,110.72,145.96
2014-07-14,0.4599,124.99,136.89,110.61,145.89
2014-07-15,0.4759,124.92,136.93,110.33,145.88
2014-07-16,0.4839,124.98,137.3,110.27,145.87
2014-07-17,0.4436,125.62,138.51,110.89,145.94
2014-07-18,0.4777,125.26,138.11,110.92,145.79
2014-07-21,0.4899,125.32,138.49,111.12,
2014-07-22,0.4716,125.42,138.61,110.97,145.85
2014-07-23,0.4675,125.42,138.49,111.28,145.94
2014-07-24,0.4918,125.07,137.93,110.77,146.01
2014-07-25,0.4877,125.32,138.7,111.16,145.89
2014-07-28,0.5,125.13,138.43,111.09,145.96
2014-07-29,0.5393,125.35,138.93,111.38,146.03
2014-07-30,0.5551,124.65,137.39,110.83,146.0
2014-07-31,0.5276,124.63,137.32,110.83,145.94
2014-08-01,0.4723,125.34,138.18,111.36,145.93
2014-08-04,0.4644,125.45,138.24,111.44,145.99
2014-08-05,0.4624,125.37,138.26,111.17,146.06
2014-08-06,0.4564,125.51,138.55,111.75,146.05
2014-08-07,0.4285,125.96,139.39,112.06,145.99
2014-08-08,0.4442,125.87,139.32,112.33,146.23
2014-08-11,0.4401,125.85,139.24,112.03,146.09
2014-08-12,0.432,125.78,138.82,112.03,146.13
2014-08-13,0.4119,126.13,139.39,112.48,146.1
2014-08-14,0.4158,126.24,140.01,112.45,146.19
2014-08-15,0.4074,126.67,141.05,113.45,146.18
2014-08-18,0.4154,126.28,140.06,112.58,146.2
2014-08-19,0.4273,126.26,139.89,112.91,146.2
2014-08-20,0.4717,125.92,139.68,112.75,146.0
2014-08-21,0.4676,125.98,140.07,112.97,145.89
2014-08-22,0.4918,125.88,140.45,112.97,146.08
2014-08-25,0.5,125.4,139.38,,146.1
2014-08-26,0.4918,125.38,138.95,112.75,146.2
2014-08-27,0.5118,125.65,139.82,113.41,146.27
2014-08-28,0.5,125.84,140.2,113.5,146.29
2014-08-29,0.4882,125.78,140.05,113.61,146.24
2014-09-01,,125.69,139.82,113.42,146.24
2014-09-02,0.5237,125.23,138.64,112.89,146.14
2014-09-03,0.5158,125.34,139.11,112.66,146.14
2014-09-04,0.5317,124.96,138.18,112.36,146.14
2014-09-05,0.5079,125.04,137.99,112.62,146.09
2014-09-08,0.5279,124.9,137.93,112.44,145.79
2014-09-09,0.5558,124.63,137.7,112.53,145.78
2014-09-10,0.5679,124.4,137.11,112.28,145.58
2014-09-11,0.56,124.38,136.95,112.36,145.5
2014-09-12,0.5602,123.99,135.89,112.06,145.41
2014-09-15,0.5402,124.18,136.07,111.98,
2014-09-16,0.5362,124.2,135.93,112.16,145.39
2014-09-17,0.5686,123.83,135.64,112.28,145.56
2014-09-18,0.5606,123.82,135.89,111.66,145.46
2014-09-19,0.5649,124.07,136.8,112.03,145.5
2014-09-22,0.5487,124.29,136.74,112.44,145.72
2014-09-23,0.5366,124.59,137.49,112.55,
2014-09-24,0.5866,124.29,136.93,112.61,145.86
2014-09-25,0.5511,124.82,137.93,112.89,145.89
2014-09-26,0.5748,124.51,137.74,112.77,145.89
2014-09-29,0.5708,124.87,138.51,113.02,145.86
2014-09-30,0.567,124.81,138.18,113.14,145.83
2014-10-01,0.5158,125.62,139.89,113.89,145.87
2014-10-02,0.5237,125.4,139.11,114.03,145.89
2014-10-03,0.5575,125.24,139.38,113.58,146.01
2014-10-06,0.5318,125.43,139.43,114.03,145.98
2014-10-07,0.504,126.09,140.7,114.62,146.09
2014-10-08,0.4483,126.49,140.7,114.75,146.17
2014-10-09,0.4403,126.53,141.01,114.8,146.27
2014-10-10,0.4239,126.78,141.64,115.22,146.11
2014-10-13,,127.38,142.36,115.78,
2014-10-14,0.3678,127.53,142.8,116.11,146.16
2014-10-15,0.3076,128.21,143.68,118.11,146.24
2014-10-16,0.3433,127.98,143.43,116.28,146.31
2014-10-17,0.3709,127.68,142.89,115.56,146.4
2014-10-20,0.3505,127.73,142.95,116.14,146.28
2014-10-21,0.3624,127.49,142.51,115.83,146.35
2014-10-22,0.3582,127.53,142.55,115.55,146.29
2014-10-23,0.3863,127.03,141.7,115.11,146.35
2014-10-24,0.3859,127.04,141.82,115.22,146.45
2014-10-27,0.3816,127.12,141.99,115.42,146.44
2014-10-28,0.3937,126.87,141.38,115.25,146.6
2014-10-29,0.4811,126.53,141.49,115.0,146.53
2014-10-30,0.4693,126.65,141.49,115.31,146.52
2014-10-31,0.4914,126.37,141.01,115.17,146.62
2014-11-03,0.5114,126.31,141.07,114.97,146.68
2014-11-04,0.5116,126.35,141.32,115.34,146.69
2014-11-05,0.5217,126.32,141.18,115.03,146.44
2014-11-06,0.5497,125.96,140.49,115.17,146.46
2014-11-07,0.4985,126.74,141.95,115.55,146.35
2014-11-10,0.5349,126.26,140.89,115.53,146.59
2014-11-11,,126.18,140.93,115.25,146.2
2014-11-12,0.5392,126.21,140.8,115.67,145.8
2014-11-13,0.5153,126.51,141.32,115.83,146.14
2014-11-14,0.5119,126.63,141.61,116.53,146.23
2014-11-17,0.508,126.48,141.32,116.5,146.19
2014-11-18,0.5042,126.67,141.76,116.5,145.99
2014-11-19,0.5205,126.34,141.07,116.25,146.25
2014-11-20,0.5086,126.49,141.51,116.66,146.35
2014-11-21,0.501,126.7,142.01,117.19,146.47
2014-11-24,0.493,126.1,140.61,116.39,
2014-11-25,0.5197,126.49,141.57,116.72,146.6
2014-11-26,0.5157,126.65,141.76,117.06,146.74
2014-11-27,,126.93,142.43,117.64,146.89
2014-11-28,0.4685,127.17,142.8,117.61,146.93
2014-12-01,0.4961,126.78,141.74,117.75,146.91
2014-12-02,0.5355,126.31,140.93,117.16,146.96
2014-12-03,0.5554,126.31,141.36,116.73,147.14
2014-12-04,0.5396,126.63,142.2,116.97,147.22
2014-12-05,0.6433,125.87,141.45,116.67,147.36
2014-12-08,0.6275,126.21,142.49,117.31,146.86
2014-12-09,0.6117,126.65,143.26,118.03,147.12
2014-12-10,0.5679,127.15,144.01,117.86,147.15
2014-12-11,0.6,126.96,144.36,117.83,147.18
2014-12-12,0.5401,127.73,145.51,118.94,147.3
2014-12-15,0.5764,127.28,145.05,118.86,147.43
2014-12-16,0.5523,127.74,145.93,119.28,147.58
2014-12-17,0.617,126.98,144.99,119.39,147.59
2014-12-18,0.6313,126.45,143.61,118.22,147.62
2014-12-19,0.638,126.71,144.61,118.5,147.55
2014-12-22,0.6586,126.73,144.64,118.75,147.75
2014-12-23,0.7393,125.98,142.86,118.55,
2014-12-24,0.7393,125.99,143.24,118.19,147.76
2014-12-26,0.7393,125.99,143.32,,147.7
2014-12-29,0.7078,126.42,144.05,118.78,147.79
2014-12-30,0.6841,126.6,144.28,119.16,147.79
2014-12-31,0.6645,126.71,144.45,119.48,
2015-01-02,0.6647,127.24,145.64,119.78,
2015-01-05,0.6568,127.79,147.05,120.44,147.92
2015-01-06,0.625,128.51,148.51,121.28,148.08
2015-01-07,0.6091,128.37,147.93,121.0,147.99
2015-01-08,0.6051,128.1,146.82,120.58,148.12
2015-01-09,0.561,128.74,147.93,121.14,148.26
2015-01-12,0.5449,129.13,148.43,121.39,
2015-01-13,0.5388,129.23,148.32,121.31,148.31
2015-01-14,0.5006,129.59,149.01,122.03,148.4
2015-01-15,0.4122,130.84,151.05,122.19,148.36
2015-01-16,0.4835,129.78,149.3,121.64,148.4
2015-01-19,,130.03,149.82,121.94,148.64
2015-01-20,0.4914,129.96,150.18,121.78,148.48
2015-01-21,0.5074,129.31,148.74,122.17,148.2
2015-01-22,0.5174,129.31,148.99,121.75,147.7
2015-01-23,0.4864,129.84,150.2,122.41,148.58
2015-01-26,0.5107,129.54,149.61,122.09,148.5
2015-01-27,0.5105,129.6,149.51,122.25,148.12
2015-01-28,0.4654,130.46,151.18,122.67,147.87
2015-01-29,0.5158,130.2,150.32,123.06,147.92
2015-01-30,0.4488,131.12,151.74,123.92,148.14
2015-02-02,0.4586,130.95,150.76,123.59,148.01
2015-02-03,0.5079,129.98,149.14,122.5,147.35
2015-02-04,0.4842,130.35,150.05,122.03,147.31
2015-02-05,0.5198,129.82,148.8,121.86,147.31
2015-02-06,0.6435,128.56,147.45,120.58,147.56
2015-02-09,0.6517,128.4,147.11,121.08,147.39
2015-02-10,0.6499,128.34,146.82,120.55,147.1
2015-02-11,0.6642,128.07,146.39,120.55,
2015-02-12,0.6242,128.43,146.76,120.64,147.17
2015-02-13,0.6411,128.09,145.61,120.42,146.99
2015-02-16,,128.26,145.57,120.5,146.79
2015-02-17,0.6615,127.34,144.14,119.41,147.24
2015-02-18,0.597,127.96,144.57,118.83,147.01
2015-02-19,0.6174,127.57,144.24,118.98,147.29
2015-02-20,0.6321,127.57,144.43,119.64,147.36
2015-02-23,0.6017,127.34,160.74,118.48,147.45
2015-02-24,0.5529,128.07,162.24,119.16,147.49
2015-02-25,0.6026,128.12,162.3,119.31,147.87
2015-02-26,0.6461,127.53,161.49,119.05,147.87
2015-02-27,0.6184,127.81,161.99,118.47,147.96
2015-03-02,0.6621,127.13,159.68,118.45,147.87
2015-03-03,0.6782,126.85,158.89,117.84,147.53
2015-03-04,0.6546,126.95,158.74,117.52,147.58
2015-03-05,0.6389,127.04,158.64,117.89,147.57
2015-03-06,0.7234,126.03,155.61,116.86,147.61
2015-03-09,0.6917,126.43,156.7,117.03,147.16
2015-03-10,0.6799,126.9,158.49,118.31,146.65
2015-03-11,0.6802,126.99,159.47,118.38,147.16
2015-03-12,0.6644,127.01,159.32,118.72,147.37
2015-03-13,0.657,127.09,159.51,119.31,147.16
2015-03-16,0.6491,127.34,160.55,119.39,147.11
2015-03-17,0.6716,127.53,161.51,119.39,147.08
2015-03-18,0.5525,128.82,163.82,120.31,147.55
2015-03-19,0.6092,128.31,163.45,121.05,147.89
2015-03-20,0.5812,128.68,164.18,121.22,147.91
2015-03-23,0.5691,128.88,163.99,121.25,148.05
2015-03-24,0.557,129.15,165.24,121.47,148.0
2015-03-25,0.6023,128.79,164.46,121.39,147.85
2015-03-26,0.6102,128.35,162.82,120.36,147.86
2015-03-27,0.5944,128.51,163.99,120.97,147.42
2015-03-30,0.5787,128.71,163.74,120.61,147.5
2015-03-31,0.5551,128.96,164.08,120.58,147.15
2015-04-01,0.5355,129.45,166.02,120.89,147.42
2015-04-02,0.5396,129.12,164.43,120.5,147.78
2015-04-03,0.4762,129.88,165.68,,147.66
2015-04-06,0.496,129.43,163.96,,147.81
2015-04-07,0.5159,129.4,164.86,120.56,147.69
2015-04-08,0.5318,129.24,164.68,120.59,147.59
2015-04-09,0.5478,128.82,163.14,120.56,147.57
2015-04-10,0.556,128.87,163.57,120.53,147.75
2015-04-13,0.528,129.07,163.61,120.47,147.73
2015-04-14,0.512,129.32,164.43,121.31,147.87
2015-04-15,0.496,129.51,164.43,120.97,147.83
2015-04-16,0.4839,129.59,163.68,120.47,147.82
2015-04-17,0.5081,129.65,165.14,120.64,148.04
2015-04-20,0.5202,129.53,163.96,120.67,147.94
2015-04-21,0.5162,129.4,163.49,120.75,147.92
2015-04-22,0.5446,128.81,161.36,119.2,148.04
2015-04-23,0.5284,129.01,161.55,119.58,147.96
2015-04-24,0.5041,129.45,162.81,120.0,148.22
