Date,EURIBOR,SONIA
24-Nov-08,3.97,2.409
25-Nov-08,3.937,2.4241
26-Nov-08,3.901,2.408
27-Nov-08,3.879,2.5565
28-Nov-08,3.853,2.646
1-Dec-08,3.816,2.5678
2-Dec-08,3.786,2.6021
3-Dec-08,3.743,2.6762
4-Dec-08,3.669,1.5024
5-Dec-08,3.563,1.4253
8-Dec-08,3.488,1.4278
9-Dec-08,3.428,1.363
10-Dec-08,3.376,1.376
11-Dec-08,3.329,1.4684
12-Dec-08,3.282,1.531
15-Dec-08,3.243,1.4773
16-Dec-08,3.204,1.5359
17-Dec-08,3.155,1.5722
18-Dec-08,3.125,1.4878
19-Dec-08,3.082,1.5021
22-Dec-08,3.053,1.5067
23-Dec-08,3.019,1.5097
24-Dec-08,2.991,1.5096
29-Dec-08,2.973,1.5677
30-Dec-08,2.928,1.5563
31-Dec-08,2.892,1.5373
2-Jan-09,2.859,1.562
5-Jan-09,2.822,1.5835
6-Jan-09,2.797,1.5881
7-Jan-09,2.762,1.6669
8-Jan-09,2.729,1.1551
9-Jan-09,2.692,1.2236
12-Jan-09,2.653,1.2091
13-Jan-09,2.612,1.2167
14-Jan-09,2.572,1.2146
15-Jan-09,2.51,1.2412
16-Jan-09,2.453,1.3196
19-Jan-09,2.41,1.3024
20-Jan-09,2.37,1.2947
21-Jan-09,2.312,1.2729
22-Jan-09,2.254,1.2493
23-Jan-09,2.199,1.246
26-Jan-09,2.149,1.2666
27-Jan-09,2.13,1.2526
28-Jan-09,2.115,1.308
29-Jan-09,2.101,1.3311
30-Jan-09,2.086,1.3414
2-Feb-09,2.077,1.3246
3-Feb-09,2.064,1.3088
4-Feb-09,2.053,1.3579
5-Feb-09,2.039,0.9987
6-Feb-09,2.022,0.8329
9-Feb-09,2.005,0.7951
10-Feb-09,1.989,0.7732
11-Feb-09,1.975,0.7649
12-Feb-09,1.959,0.7577
13-Feb-09,1.943,0.8334
16-Feb-09,1.927,0.915
17-Feb-09,1.912,0.9193
18-Feb-09,1.9,0.9506
19-Feb-09,1.888,0.8582
20-Feb-09,1.875,0.7767
23-Feb-09,1.867,0.7483
24-Feb-09,1.858,0.6964
25-Feb-09,1.848,0.6803
26-Feb-09,1.835,0.7522
27-Feb-09,1.825,0.9025
2-Mar-09,1.811,0.8378
3-Mar-09,1.799,0.8816
4-Mar-09,1.778,0.8708
5-Mar-09,1.757,0.5662
6-Mar-09,1.726,0.4787
9-Mar-09,1.703,0.4969
10-Mar-09,1.687,0.5048
11-Mar-09,1.663,0.5033
12-Mar-09,1.65,0.4773
13-Mar-09,1.64,0.4722
16-Mar-09,1.629,0.453
17-Mar-09,1.614,0.4334
18-Mar-09,1.602,0.4283
19-Mar-09,1.584,0.433
20-Mar-09,1.574,0.4464
23-Mar-09,1.56,0.4416
24-Mar-09,1.556,0.4494
25-Mar-09,1.548,0.4582
26-Mar-09,1.538,0.4529
27-Mar-09,1.531,0.4542
30-Mar-09,1.52,0.45
31-Mar-09,1.51,0.5027
1-Apr-09,1.498,0.4545
2-Apr-09,1.483,0.4315
3-Apr-09,1.479,0.4144
6-Apr-09,1.466,0.4145
7-Apr-09,1.453,0.4168
8-Apr-09,1.445,0.4111
9-Apr-09,1.435,0.4166
14-Apr-09,1.423,0.4182
15-Apr-09,1.415,0.4206
16-Apr-09,1.41,0.4163
17-Apr-09,1.405,0.407
20-Apr-09,1.405,0.4165
21-Apr-09,1.405,0.4153
22-Apr-09,1.405,0.4068
23-Apr-09,1.406,0.3908
24-Apr-09,1.4,0.3786
27-Apr-09,1.392,0.3916
28-Apr-09,1.384,0.3786
29-Apr-09,1.372,0.3936
30-Apr-09,1.365,0.405
1-May-09,1.365,0.4257
5-May-09,1.344,0.3978
6-May-09,1.334,0.3998
7-May-09,1.327,0.4175
8-May-09,1.313,0.4225
11-May-09,1.299,0.4101
12-May-09,1.291,0.4036
13-May-09,1.281,0.4005
14-May-09,1.266,0.4058
15-May-09,1.25,0.4184
18-May-09,1.244,0.4166
19-May-09,1.237,0.4122
20-May-09,1.244,0.4112
21-May-09,1.252,0.4076
22-May-09,1.259,0.4139
26-May-09,1.266,0.4177
27-May-09,1.27,0.4213
28-May-09,1.27,0.4199
29-May-09,1.269,0.4301
1-Jun-09,1.266,0.4336
2-Jun-09,1.262,0.4258
3-Jun-09,1.26,0.4241
4-Jun-09,1.26,0.4144
5-Jun-09,1.268,0.4183
8-Jun-09,1.281,0.4208
9-Jun-09,1.286,0.427
10-Jun-09,1.283,0.4204
11-Jun-09,1.277,0.4273
12-Jun-09,1.268,0.4277
15-Jun-09,1.26,0.425
16-Jun-09,1.252,0.4237
17-Jun-09,1.244,0.4153
18-Jun-09,1.235,0.3988
19-Jun-09,1.224,0.409
22-Jun-09,1.215,0.411
23-Jun-09,1.206,0.4067
24-Jun-09,1.195,0.4089
25-Jun-09,1.145,0.413
26-Jun-09,1.12,0.4119
29-Jun-09,1.108,0.4139
30-Jun-09,1.099,0.3711
1-Jul-09,1.085,0.4195
2-Jul-09,1.072,0.416
3-Jul-09,1.059,0.43
6-Jul-09,1.048,0.4171
7-Jul-09,1.044,0.4248
8-Jul-09,1.029,0.4158
9-Jul-09,1.018,0.4157
10-Jul-09,1.007,0.4198
13-Jul-09,0.996,0.4163
14-Jul-09,0.985,0.4122
15-Jul-09,0.979,0.4035
16-Jul-09,0.969,0.4104
17-Jul-09,0.954,0.4171
20-Jul-09,0.944,0.4188
21-Jul-09,0.937,0.4171
22-Jul-09,0.933,0.4154
23-Jul-09,0.927,0.4216
24-Jul-09,0.921,0.4211
27-Jul-09,0.914,0.4164
28-Jul-09,0.908,0.4192
29-Jul-09,0.903,0.4159
30-Jul-09,0.899,0.4166
31-Jul-09,0.893,0.4178
3-Aug-09,0.886,0.4145
4-Aug-09,0.884,0.4135
5-Aug-09,0.884,0.4201
6-Aug-09,0.883,0.4229
7-Aug-09,0.881,0.4219
10-Aug-09,0.884,0.4221
11-Aug-09,0.883,0.4191
12-Aug-09,0.879,0.4161
13-Aug-09,0.873,0.4191
14-Aug-09,0.869,0.423
17-Aug-09,0.861,0.4163
18-Aug-09,0.859,0.4254
19-Aug-09,0.854,0.429
20-Aug-09,0.851,0.422
21-Aug-09,0.851,0.4267
24-Aug-09,0.843,0.4252
25-Aug-09,0.838,0.4191
26-Aug-09,0.834,0.4223
27-Aug-09,0.829,0.4263
28-Aug-09,0.825,0.4352
1-Sep-09,0.819,0.4232
2-Sep-09,0.813,0.4232
3-Sep-09,0.809,0.4254
4-Sep-09,0.803,0.4267
7-Sep-09,0.797,0.4296
8-Sep-09,0.788,0.4351
9-Sep-09,0.781,0.4307
10-Sep-09,0.778,0.4223
11-Sep-09,0.773,0.4391
14-Sep-09,0.771,0.438
15-Sep-09,0.77,0.4397
16-Sep-09,0.768,0.4391
17-Sep-09,0.766,0.4319
18-Sep-09,0.762,0.4335
21-Sep-09,0.758,0.4287
22-Sep-09,0.755,0.4308
23-Sep-09,0.749,0.4282
24-Sep-09,0.743,0.4267
25-Sep-09,0.741,0.4317
28-Sep-09,0.739,0.4314
29-Sep-09,0.75,0.43
30-Sep-09,0.753,0.4203
1-Oct-09,0.754,0.4384
2-Oct-09,0.752,0.4428
5-Oct-09,0.746,0.4413
6-Oct-09,0.744,0.4356
7-Oct-09,0.74,0.4385
8-Oct-09,0.741,0.4411
9-Oct-09,0.743,0.4463
12-Oct-09,0.743,0.4465
13-Oct-09,0.742,0.4469
14-Oct-09,0.742,0.4465
15-Oct-09,0.74,0.4483
16-Oct-09,0.739,0.4506
19-Oct-09,0.739,0.4484
20-Oct-09,0.737,0.4514
21-Oct-09,0.735,0.449
22-Oct-09,0.733,0.4554
23-Oct-09,0.73,0.4571
26-Oct-09,0.731,0.4516
27-Oct-09,0.728,0.4521
28-Oct-09,0.724,0.4493
29-Oct-09,0.722,0.4527
30-Oct-09,0.72,0.4489
2-Nov-09,0.722,0.4498
3-Nov-09,0.72,0.4479
4-Nov-09,0.719,0.4462
5-Nov-09,0.716,0.4518
6-Nov-09,0.716,0.4523
9-Nov-09,0.715,0.4487
10-Nov-09,0.715,0.4514
11-Nov-09,0.715,0.456
12-Nov-09,0.714,0.4514
13-Nov-09,0.714,0.4505
16-Nov-09,0.714,0.452
17-Nov-09,0.715,0.4499
18-Nov-09,0.715,0.4509
19-Nov-09,0.715,0.4489
20-Nov-09,0.714,0.4516
23-Nov-09,0.715,0.4521
24-Nov-09,0.716,0.4527
25-Nov-09,0.716,0.4508
26-Nov-09,0.717,0.454
27-Nov-09,0.718,0.4503
30-Nov-09,0.719,0.4499
1-Dec-09,0.72,0.4517
2-Dec-09,0.721,0.4532
3-Dec-09,0.72,0.4522
4-Dec-09,0.718,0.4502
7-Dec-09,0.717,0.4491
8-Dec-09,0.716,0.4458
9-Dec-09,0.715,0.4429
10-Dec-09,0.714,0.4461
11-Dec-09,0.714,0.4504
14-Dec-09,0.715,0.4478
15-Dec-09,0.715,0.4506
16-Dec-09,0.715,0.4461
17-Dec-09,0.712,0.4437
18-Dec-09,0.71,0.4478
21-Dec-09,0.709,0.4512
22-Dec-09,0.708,0.4522
23-Dec-09,0.706,0.4557
24-Dec-09,0.707,0.4553
29-Dec-09,0.707,0.448
30-Dec-09,0.7,0.4489
31-Dec-09,0.7,0.4434
4-Jan-10,0.7,0.4487
5-Jan-10,0.699,0.4514
6-Jan-10,0.694,0.4534
7-Jan-10,0.692,0.4541
8-Jan-10,0.691,0.4546
11-Jan-10,0.689,0.4523
12-Jan-10,0.685,0.449
13-Jan-10,0.684,0.453
14-Jan-10,0.682,0.4545
15-Jan-10,0.68,0.4521
18-Jan-10,0.677,0.4548
19-Jan-10,0.675,0.4556
20-Jan-10,0.674,0.4542
21-Jan-10,0.672,0.4533
22-Jan-10,0.67,0.4552
25-Jan-10,0.669,0.4584
26-Jan-10,0.667,0.4538
27-Jan-10,0.665,0.4566
28-Jan-10,0.665,0.4571
29-Jan-10,0.665,0.4679
1-Feb-10,0.665,0.4585
2-Feb-10,0.665,0.4598
3-Feb-10,0.665,0.4602
4-Feb-10,0.665,0.4659
5-Feb-10,0.663,0.4644
8-Feb-10,0.661,0.4687
9-Feb-10,0.661,0.473
10-Feb-10,0.662,0.4661
11-Feb-10,0.662,0.4708
12-Feb-10,0.663,0.47
15-Feb-10,0.661,0.4672
16-Feb-10,0.663,0.4653
17-Feb-10,0.662,0.4676
18-Feb-10,0.66,0.4686
19-Feb-10,0.661,0.4714
22-Feb-10,0.661,0.4686
23-Feb-10,0.661,0.4728
24-Feb-10,0.659,0.4679
25-Feb-10,0.658,0.4673
26-Feb-10,0.656,0.4708
1-Mar-10,0.655,0.4692
2-Mar-10,0.655,0.4746
3-Mar-10,0.655,0.4674
4-Mar-10,0.654,0.4657
5-Mar-10,0.653,0.4744
8-Mar-10,0.652,0.4725
9-Mar-10,0.652,0.4758
10-Mar-10,0.651,0.4697
11-Mar-10,0.65,0.4681
12-Mar-10,0.649,0.4732
15-Mar-10,0.646,0.4715
16-Mar-10,0.646,0.4737
17-Mar-10,0.644,0.4699
18-Mar-10,0.643,0.4682
19-Mar-10,0.642,0.4698
22-Mar-10,0.639,0.4711
23-Mar-10,0.637,0.4742
24-Mar-10,0.636,0.4712
25-Mar-10,0.635,0.4736
26-Mar-10,0.636,0.4716
29-Mar-10,0.635,0.4728
30-Mar-10,0.635,0.4699
31-Mar-10,0.634,0.4707
1-Apr-10,0.635,0.4735
6-Apr-10,0.638,0.4712
7-Apr-10,0.639,0.4698
8-Apr-10,0.64,0.4698
9-Apr-10,0.641,0.4708
12-Apr-10,0.642,0.47
13-Apr-10,0.644,0.4738
14-Apr-10,0.644,0.4717
15-Apr-10,0.644,0.4756
16-Apr-10,0.644,0.4694
19-Apr-10,0.643,0.4728
20-Apr-10,0.642,0.4717
21-Apr-10,0.642,0.4721
22-Apr-10,0.644,0.4729
23-Apr-10,0.645,0.4743
26-Apr-10,0.645,0.475
27-Apr-10,0.646,0.4716
28-Apr-10,0.654,0.4745
29-Apr-10,0.659,0.4753
30-Apr-10,0.663,0.4769
4-May-10,0.668,0.4744
5-May-10,0.672,0.4801
6-May-10,0.677,0.4772
7-May-10,0.682,0.4944
10-May-10,0.682,0.4966
11-May-10,0.682,0.4869
12-May-10,0.682,0.4824
13-May-10,0.683,0.4773
14-May-10,0.684,0.4836
17-May-10,0.685,0.4793
18-May-10,0.688,0.4804
19-May-10,0.69,0.4788
20-May-10,0.692,0.4825
21-May-10,0.695,0.4887
24-May-10,0.697,0.4853
25-May-10,0.697,0.4927
26-May-10,0.697,0.4889
27-May-10,0.699,0.4866
28-May-10,0.699,0.4833
1-Jun-10,0.702,0.4852
2-Jun-10,0.704,0.4857
3-Jun-10,0.706,0.4834
4-Jun-10,0.707,0.4838
7-Jun-10,0.711,0.4831
8-Jun-10,0.713,0.4831
9-Jun-10,0.715,0.4848
10-Jun-10,0.718,0.4855
11-Jun-10,0.719,0.4873
14-Jun-10,0.72,0.4875
15-Jun-10,0.723,0.488
16-Jun-10,0.727,0.486
17-Jun-10,0.729,0.4863
18-Jun-10,0.732,0.4878
21-Jun-10,0.733,0.4895
22-Jun-10,0.737,0.4867
23-Jun-10,0.739,0.4874
24-Jun-10,0.742,0.4882
25-Jun-10,0.748,0.4872
28-Jun-10,0.754,0.487
29-Jun-10,0.761,0.4901
30-Jun-10,0.767,0.5005
1-Jul-10,0.782,0.4933
2-Jul-10,0.79,0.4895
5-Jul-10,0.793,0.4912
6-Jul-10,0.797,0.4914
7-Jul-10,0.802,0.4914
8-Jul-10,0.81,0.4934
9-Jul-10,0.822,0.4877
12-Jul-10,0.827,0.4886
13-Jul-10,0.835,0.4896
14-Jul-10,0.84,0.4903
15-Jul-10,0.846,0.4882
16-Jul-10,0.861,0.4891
19-Jul-10,0.87,0.4855
20-Jul-10,0.876,0.4883
21-Jul-10,0.881,0.4896
22-Jul-10,0.884,0.4914
23-Jul-10,0.885,0.4897
26-Jul-10,0.889,0.4934
27-Jul-10,0.893,0.4899
28-Jul-10,0.896,0.4891
29-Jul-10,0.899,0.4874
30-Jul-10,0.896,0.4916
2-Aug-10,0.898,0.4903
3-Aug-10,0.899,0.4889
4-Aug-10,0.9,0.4906
5-Aug-10,0.904,0.4902
6-Aug-10,0.905,0.4909
9-Aug-10,0.904,0.4897
10-Aug-10,0.904,0.489
11-Aug-10,0.903,0.4894
12-Aug-10,0.899,0.4904
13-Aug-10,0.898,0.4903
16-Aug-10,0.896,0.4893
17-Aug-10,0.895,0.4895
18-Aug-10,0.894,0.4879
19-Aug-10,0.891,0.4889
20-Aug-10,0.89,0.4913
23-Aug-10,0.891,0.4906
24-Aug-10,0.889,0.4891
25-Aug-10,0.89,0.4937
26-Aug-10,0.889,0.4928
27-Aug-10,0.888,0.4969
31-Aug-10,0.886,0.5007
1-Sep-10,0.886,0.4929
2-Sep-10,0.884,0.4961
3-Sep-10,0.883,0.4979
6-Sep-10,0.882,0.4974
7-Sep-10,0.881,0.4966
8-Sep-10,0.88,0.4956
9-Sep-10,0.879,0.4959
10-Sep-10,0.878,0.4994
13-Sep-10,0.879,0.4974
14-Sep-10,0.877,0.4994
15-Sep-10,0.876,0.4974
16-Sep-10,0.879,0.5027
17-Sep-10,0.879,0.5066
20-Sep-10,0.876,0.5042
21-Sep-10,0.879,0.501
22-Sep-10,0.879,0.5005
23-Sep-10,0.878,0.5011
24-Sep-10,0.879,0.5043
27-Sep-10,0.879,0.5068
28-Sep-10,0.88,0.5019
29-Sep-10,0.886,0.5035
30-Sep-10,0.892,0.5227
1-Oct-10,0.942,0.5213
4-Oct-10,0.953,0.5092
5-Oct-10,0.956,0.506
6-Oct-10,0.959,0.5067
7-Oct-10,0.965,0.5026
8-Oct-10,0.972,0.5028
11-Oct-10,0.977,0.505
12-Oct-10,0.982,0.504
13-Oct-10,0.985,0.5041
14-Oct-10,0.987,0.5102
15-Oct-10,0.993,0.514
18-Oct-10,1,0.5073
19-Oct-10,1.008,0.5097
20-Oct-10,1.016,0.5091
21-Oct-10,1.025,0.5075
22-Oct-10,1.029,0.5095
25-Oct-10,1.032,0.5056
26-Oct-10,1.037,0.5087
27-Oct-10,1.043,0.5111
28-Oct-10,1.045,0.5069
29-Oct-10,1.045,0.5124
1-Nov-10,1.046,0.5117
2-Nov-10,1.047,0.5084
3-Nov-10,1.049,0.5078
4-Nov-10,1.05,0.5045
5-Nov-10,1.05,0.5101
8-Nov-10,1.05,0.5106
9-Nov-10,1.049,0.5065
10-Nov-10,1.048,0.5079
11-Nov-10,1.05,0.5063
12-Nov-10,1.049,0.5075
15-Nov-10,1.048,0.5065
16-Nov-10,1.046,0.5049
17-Nov-10,1.044,0.5045
18-Nov-10,1.041,0.504
19-Nov-10,1.04,0.5088
22-Nov-10,1.039,0.505
23-Nov-10,1.035,0.5065
24-Nov-10,1.03,0.5081
25-Nov-10,1.031,0.5094
26-Nov-10,1.028,0.5134
29-Nov-10,1.027,0.5121
30-Nov-10,1.028,0.524
1-Dec-10,1.026,0.5234
2-Dec-10,1.027,0.5167
3-Dec-10,1.027,0.5145
6-Dec-10,1.028,0.5145
7-Dec-10,1.029,0.5129
8-Dec-10,1.029,0.5185
9-Dec-10,1.029,0.5161
10-Dec-10,1.028,0.5192
13-Dec-10,1.026,0.5117
14-Dec-10,1.026,0.5175
15-Dec-10,1.025,0.5133
16-Dec-10,1.024,0.5149
17-Dec-10,1.023,0.5164
20-Dec-10,1.022,0.5113
21-Dec-10,1.022,0.5134
22-Dec-10,1.021,0.5144
23-Dec-10,1.015,0.5118
24-Dec-10,1.014,0.5208
29-Dec-10,1.013,0.5129
30-Dec-10,1.01,0.5131
31-Dec-10,1.006,0.5564
4-Jan-11,0.999,0.511
5-Jan-11,0.998,0.5071
6-Jan-11,0.997,0.5052
7-Jan-11,0.997,0.5069
10-Jan-11,0.995,0.5081
11-Jan-11,0.995,0.5029
12-Jan-11,0.995,0.5034
13-Jan-11,0.998,0.5038
14-Jan-11,1.006,0.5041
17-Jan-11,1.009,0.5036
18-Jan-11,1.012,0.5065
19-Jan-11,1.014,0.5068
20-Jan-11,1.016,0.5023
21-Jan-11,1.025,0.5062
24-Jan-11,1.029,0.5059
25-Jan-11,1.031,0.5036
26-Jan-11,1.051,0.505
27-Jan-11,1.057,0.5071
28-Jan-11,1.063,0.5079
31-Jan-11,1.074,0.5108
1-Feb-11,1.082,0.5017
2-Feb-11,1.083,0.5024
3-Feb-11,1.087,0.5039
4-Feb-11,1.088,0.5094
7-Feb-11,1.084,0.4999
8-Feb-11,1.079,0.5048
9-Feb-11,1.089,0.5047
10-Feb-11,1.094,0.5083
11-Feb-11,1.093,0.5157
14-Feb-11,1.091,0.5118
15-Feb-11,1.09,0.5152
16-Feb-11,1.089,0.5093
17-Feb-11,1.086,0.5091
18-Feb-11,1.078,0.5107
21-Feb-11,1.079,0.5102
22-Feb-11,1.082,0.51
23-Feb-11,1.087,0.5078
24-Feb-11,1.088,0.5087
25-Feb-11,1.092,0.5102
28-Feb-11,1.094,0.5136
1-Mar-11,1.096,0.5105
2-Mar-11,1.095,0.5086
3-Mar-11,1.098,0.5122
4-Mar-11,1.162,0.5155
7-Mar-11,1.172,0.5176
8-Mar-11,1.18,0.5138
9-Mar-11,1.179,0.5107
10-Mar-11,1.175,0.5124
11-Mar-11,1.173,0.5142
14-Mar-11,1.174,0.5154
15-Mar-11,1.167,0.5129
16-Mar-11,1.17,0.5133
17-Mar-11,1.17,0.5156
18-Mar-11,1.172,0.5183
21-Mar-11,1.179,0.5166
22-Mar-11,1.185,0.517
23-Mar-11,1.191,0.5078
24-Mar-11,1.197,0.5125
25-Mar-11,1.203,0.5188
28-Mar-11,1.21,0.5175
29-Mar-11,1.219,0.5139
30-Mar-11,1.231,0.5202
31-Mar-11,1.239,0.5396
1-Apr-11,1.249,0.5283
4-Apr-11,1.255,0.5153
5-Apr-11,1.262,0.5166
6-Apr-11,1.269,0.5127
7-Apr-11,1.28,0.5123
8-Apr-11,1.294,0.5258
11-Apr-11,1.311,0.5196
12-Apr-11,1.32,0.5155
13-Apr-11,1.327,0.514
14-Apr-11,1.332,0.5191
15-Apr-11,1.332,0.5155
18-Apr-11,1.338,0.5239
19-Apr-11,1.343,0.5242
20-Apr-11,1.349,0.5233
21-Apr-11,1.356,0.5363
26-Apr-11,1.361,0.536
27-Apr-11,1.365,0.5365
28-Apr-11,1.375,0.5572
3-May-11,1.402,0.5402
4-May-11,1.415,0.5365
5-May-11,1.424,0.534
6-May-11,1.419,0.5256
9-May-11,1.423,0.5263
10-May-11,1.426,0.52
11-May-11,1.42,0.5156
12-May-11,1.42,0.5196
13-May-11,1.425,0.5136
16-May-11,1.426,0.5179
17-May-11,1.428,0.5147
18-May-11,1.431,0.5144
19-May-11,1.434,0.5129
20-May-11,1.435,0.5174
23-May-11,1.434,0.5162
24-May-11,1.434,0.5185
25-May-11,1.435,0.5129
26-May-11,1.433,0.5163
27-May-11,1.43,0.5189
31-May-11,1.433,0.5418
1-Jun-11,1.434,0.5275
2-Jun-11,1.435,0.5237
3-Jun-11,1.436,0.5309
6-Jun-11,1.438,0.5242
7-Jun-11,1.443,0.5192
8-Jun-11,1.452,0.5224
9-Jun-11,1.464,0.5226
10-Jun-11,1.469,0.5259
13-Jun-11,1.471,0.5256
14-Jun-11,1.477,0.5205
15-Jun-11,1.485,0.5123
16-Jun-11,1.494,0.5165
17-Jun-11,1.502,0.5187
20-Jun-11,1.51,0.5182
21-Jun-11,1.52,0.5179
22-Jun-11,1.526,0.5155
23-Jun-11,1.526,0.5173
24-Jun-11,1.528,0.5215
27-Jun-11,1.524,0.5175
28-Jun-11,1.531,0.5184
29-Jun-11,1.537,0.5307
30-Jun-11,1.547,0.7368
1-Jul-11,1.556,0.5205
4-Jul-11,1.563,0.5167
5-Jul-11,1.568,0.5207
6-Jul-11,1.569,0.5205
7-Jul-11,1.583,0.5171
8-Jul-11,1.593,0.5189
11-Jul-11,1.601,0.5225
12-Jul-11,1.599,0.518
13-Jul-11,1.605,0.5199
14-Jul-11,1.606,0.5195
15-Jul-11,1.608,0.5272
18-Jul-11,1.608,0.5217
19-Jul-11,1.609,0.523
20-Jul-11,1.604,0.5238
21-Jul-11,1.608,0.5215
22-Jul-11,1.611,0.523
25-Jul-11,1.613,0.5224
26-Jul-11,1.615,0.5175
27-Jul-11,1.612,0.524
28-Jul-11,1.61,0.5242
29-Jul-11,1.609,0.5562
1-Aug-11,1.609,0.5328
2-Aug-11,1.605,0.5353
3-Aug-11,1.601,0.5352
4-Aug-11,1.602,0.5266
5-Aug-11,1.564,0.5241
8-Aug-11,1.56,0.5258
9-Aug-11,1.555,0.5258
10-Aug-11,1.545,0.5278
11-Aug-11,1.535,0.5315
12-Aug-11,1.535,0.5328
15-Aug-11,1.538,0.5373
16-Aug-11,1.536,0.5401
17-Aug-11,1.535,0.5386
18-Aug-11,1.535,0.5397
19-Aug-11,1.533,0.5421
22-Aug-11,1.534,0.5415
23-Aug-11,1.536,0.5423
24-Aug-11,1.539,0.5438
25-Aug-11,1.539,0.5488
26-Aug-11,1.54,0.5526
30-Aug-11,1.54,0.5437
31-Aug-11,1.542,0.567
1-Sep-11,1.543,0.5524
2-Sep-11,1.541,0.5389
5-Sep-11,1.537,0.5345
6-Sep-11,1.534,0.5413
7-Sep-11,1.532,0.54
8-Sep-11,1.532,0.5438
9-Sep-11,1.53,0.5415
12-Sep-11,1.527,0.5347
13-Sep-11,1.528,0.5416
14-Sep-11,1.529,0.5458
15-Sep-11,1.531,0.5499
16-Sep-11,1.535,0.5372
19-Sep-11,1.536,0.5398
20-Sep-11,1.537,0.5581
21-Sep-11,1.537,0.5464
22-Sep-11,1.536,0.5441
23-Sep-11,1.537,0.5336
26-Sep-11,1.535,0.5432
27-Sep-11,1.537,0.5393
28-Sep-11,1.544,0.5501
29-Sep-11,1.55,0.5634
30-Sep-11,1.554,0.6487
3-Oct-11,1.557,0.5601
4-Oct-11,1.557,0.5765
5-Oct-11,1.558,0.5294
6-Oct-11,1.556,0.5268
7-Oct-11,1.566,0.5268
10-Oct-11,1.567,0.5376
11-Oct-11,1.57,0.5433
12-Oct-11,1.571,0.5385
13-Oct-11,1.572,0.5327
14-Oct-11,1.574,0.5259
17-Oct-11,1.578,0.5299
18-Oct-11,1.579,0.5483
19-Oct-11,1.582,0.5297
20-Oct-11,1.584,0.5318
21-Oct-11,1.585,0.5319
24-Oct-11,1.588,0.5393
25-Oct-11,1.588,0.5309
26-Oct-11,1.588,0.5307
27-Oct-11,1.59,0.5317
28-Oct-11,1.592,0.5231
31-Oct-11,1.591,0.527
1-Nov-11,1.585,0.5312
2-Nov-11,1.584,0.5302
3-Nov-11,1.58,0.5299
4-Nov-11,1.488,0.5277
7-Nov-11,1.476,0.5328
8-Nov-11,1.474,0.5429
9-Nov-11,1.47,0.5355
10-Nov-11,1.464,0.533
11-Nov-11,1.462,0.532
14-Nov-11,1.459,0.534
15-Nov-11,1.457,0.5401
16-Nov-11,1.458,0.5381
17-Nov-11,1.46,0.5385
18-Nov-11,1.465,0.5318
21-Nov-11,1.467,0.5422
22-Nov-11,1.467,0.5302
23-Nov-11,1.471,0.545
24-Nov-11,1.474,0.5384
25-Nov-11,1.475,0.5319
28-Nov-11,1.477,0.5305
29-Nov-11,1.477,0.5353
30-Nov-11,1.473,0.5327
1-Dec-11,1.469,0.524
2-Dec-11,1.469,0.5231
5-Dec-11,1.47,0.5273
6-Dec-11,1.472,0.5272
7-Dec-11,1.472,0.5264
8-Dec-11,1.47,0.5392
9-Dec-11,1.437,0.5292
12-Dec-11,1.43,0.5376
13-Dec-11,1.426,0.5423
14-Dec-11,1.423,0.5271
15-Dec-11,1.419,0.5279
16-Dec-11,1.417,0.5234
19-Dec-11,1.418,0.5295
20-Dec-11,1.418,0.5198
21-Dec-11,1.416,0.5119
22-Dec-11,1.41,0.5138
23-Dec-11,1.404,0.5037
28-Dec-11,1.387,0.5086
29-Dec-11,1.369,0.5012
30-Dec-11,1.356,0.4578
3-Jan-12,1.333,0.5169
4-Jan-12,1.319,0.5269
5-Jan-12,1.303,0.5077
6-Jan-12,1.288,0.5038
9-Jan-12,1.276,0.5128
10-Jan-12,1.267,0.519
11-Jan-12,1.257,0.5156
12-Jan-12,1.245,0.5057
13-Jan-12,1.231,0.5152
16-Jan-12,1.222,0.5244
17-Jan-12,1.213,0.5181
18-Jan-12,1.204,0.522
19-Jan-12,1.195,0.5118
20-Jan-12,1.182,0.5081
23-Jan-12,1.168,0.5211
24-Jan-12,1.158,0.5115
25-Jan-12,1.149,0.5171
26-Jan-12,1.142,0.5177
27-Jan-12,1.138,0.5182
30-Jan-12,1.131,0.5252
31-Jan-12,1.125,0.51
1-Feb-12,1.115,0.501
2-Feb-12,1.108,0.502
3-Feb-12,1.102,0.497
6-Feb-12,1.094,0.4997
7-Feb-12,1.086,0.4989
8-Feb-12,1.077,0.4981
9-Feb-12,1.07,0.5037
10-Feb-12,1.063,0.4968
13-Feb-12,1.057,0.492
14-Feb-12,1.051,0.4947
15-Feb-12,1.045,0.5104
16-Feb-12,1.041,0.5015
17-Feb-12,1.036,0.4975
20-Feb-12,1.031,0.5013
21-Feb-12,1.026,0.4922
22-Feb-12,1.021,0.4957
23-Feb-12,1.014,0.5004
24-Feb-12,1.006,0.4971
27-Feb-12,0.997,0.498
28-Feb-12,0.991,0.5017
29-Feb-12,0.983,0.5047
1-Mar-12,0.967,0.5065
2-Mar-12,0.948,0.4946
5-Mar-12,0.934,0.4984
6-Mar-12,0.92,0.4992
7-Mar-12,0.911,0.4924
8-Mar-12,0.902,0.4799
9-Mar-12,0.894,0.482
12-Mar-12,0.884,0.483
13-Mar-12,0.876,0.486
