Date,shanghai_composite
21-Sep-01,"1,807.02"
20-Sep-01,"1,818.42"
19-Sep-01,"1,822.69"
18-Sep-01,"1,798.62"
17-Sep-01,"1,784.61"
14-Sep-01,"1,818.38"
13-Sep-01,"1,839.91"
12-Sep-01,"1,852.60"
11-Sep-01,"1,863.78"
10-Sep-01,"1,856.53"
7-Sep-01,"1,808.84"
6-Sep-01,"1,861.56"
5-Sep-01,"1,868.27"
4-Sep-01,"1,862.36"
3-Sep-01,"1,817.19"
31-Aug-01,"1,834.14"
30-Aug-01,"1,839.63"
29-Aug-01,"1,847.54"
28-Aug-01,"1,843.38"
27-Aug-01,"1,827.25"
24-Aug-01,"1,886.80"
23-Aug-01,"1,902.99"
22-Aug-01,"1,903.45"
21-Aug-01,"1,938.87"
20-Aug-01,"1,934.49"
17-Aug-01,"1,924.00"
16-Aug-01,"1,919.64"
15-Aug-01,"1,947.36"
14-Aug-01,"1,939.54"
13-Aug-01,"1,955.10"
10-Aug-01,"1,955.04"
9-Aug-01,"1,924.59"
8-Aug-01,"1,895.17"
7-Aug-01,"1,903.93"
6-Aug-01,"1,882.13"
3-Aug-01,"1,958.69"
2-Aug-01,"1,957.02"
1-Aug-01,"1,986.93"
31-Jul-01,"1,920.32"
30-Jul-01,"1,956.82"
27-Jul-01,"2,065.73"
26-Jul-01,"2,094.01"
25-Jul-01,"2,112.26"
24-Jul-01,"2,136.45"
23-Jul-01,"2,169.01"
20-Jul-01,"2,179.62"
19-Jul-01,"2,150.26"
18-Jul-01,"2,146.54"
17-Jul-01,"2,140.98"
16-Jul-01,"2,146.24"
13-Jul-01,"2,161.34"
12-Jul-01,"2,165.49"
11-Jul-01,"2,168.74"
10-Jul-01,"2,189.78"
9-Jul-01,"2,169.66"
6-Jul-01,"2,170.52"
5-Jul-01,"2,181.66"
4-Jul-01,"2,202.06"
3-Jul-01,"2,211.83"
2-Jul-01,"2,205.99"
29-Jun-01,"2,218.03"
28-Jun-01,"2,219.25"
27-Jun-01,"2,229.83"
26-Jun-01,"2,233.59"
25-Jun-01,"2,230.20"
22-Jun-01,"2,206.07"
21-Jun-01,"2,189.14"
20-Jun-01,"2,163.12"
19-Jun-01,"2,170.45"
18-Jun-01,"2,167.65"
15-Jun-01,"2,210.97"
14-Jun-01,"2,202.40"
13-Jun-01,"2,242.42"
12-Jun-01,"2,222.96"
11-Jun-01,"2,214.62"
8-Jun-01,"2,223.07"
7-Jun-01,"2,229.81"
6-Jun-01,"2,238.50"
5-Jun-01,"2,234.99"
4-Jun-01,"2,226.78"
1-Jun-01,"2,219.59"
31-May-01,"2,214.26"
30-May-01,"2,211.20"
29-May-01,"2,180.28"
28-May-01,"2,179.70"
25-May-01,"2,193.58"
24-May-01,"2,198.30"
23-May-01,"2,197.59"
22-May-01,"2,210.34"
21-May-01,"2,213.59"
18-May-01,"2,203.37"
17-May-01,"2,194.65"
16-May-01,"2,199.51"
15-May-01,"2,191.06"
14-May-01,"2,178.47"
11-May-01,"2,155.41"
10-May-01,"2,147.28"
9-May-01,"2,132.89"
8-May-01,"2,137.99"
30-Apr-01,"2,119.18"
27-Apr-01,"2,115.11"
26-Apr-01,"2,105.06"
25-Apr-01,"2,119.18"
24-Apr-01,"2,166.17"
23-Apr-01,"2,150.43"
20-Apr-01,"2,152.34"
19-Apr-01,"2,172.87"
18-Apr-01,"2,172.56"
17-Apr-01,"2,176.68"
16-Apr-01,"2,168.06"
13-Apr-01,"2,145.40"
12-Apr-01,"2,134.80"
11-Apr-01,"2,131.40"
10-Apr-01,"2,128.48"
9-Apr-01,"2,117.37"
6-Apr-01,"2,108.61"
5-Apr-01,"2,112.60"
4-Apr-01,"2,090.72"
3-Apr-01,"2,123.05"
2-Apr-01,"2,125.08"
30-Mar-01,"2,112.78"
29-Mar-01,"2,101.66"
28-Mar-01,"2,106.87"
27-Mar-01,"2,107.26"
26-Mar-01,"2,089.88"
23-Mar-01,"2,053.54"
22-Mar-01,"2,087.53"
21-Mar-01,"2,066.39"
20-Mar-01,"2,045.79"
19-Mar-01,"2,036.62"
16-Mar-01,"2,020.24"
15-Mar-01,"2,022.60"
14-Mar-01,"2,018.62"
13-Mar-01,"1,998.70"
12-Mar-01,"2,012.55"
9-Mar-01,"2,011.66"
8-Mar-01,"2,000.90"
7-Mar-01,"1,991.18"
6-Mar-01,"1,990.06"
5-Mar-01,"1,984.20"
2-Mar-01,"1,985.11"
1-Mar-01,"1,965.12"
28-Feb-01,"1,959.18"
27-Feb-01,"1,962.04"
26-Feb-01,"1,954.69"
23-Feb-01,"1,936.35"
22-Feb-01,"1,907.26"
21-Feb-01,"1,909.33"
20-Feb-01,"1,953.22"
19-Feb-01,"1,967.55"
16-Feb-01,"1,941.96"
15-Feb-01,"1,946.48"
14-Feb-01,"1,963.20"
13-Feb-01,"1,963.53"
12-Feb-01,"1,961.22"
9-Feb-01,"1,956.97"
8-Feb-01,"1,930.14"
7-Feb-01,"1,979.94"
6-Feb-01,"1,995.32"
5-Feb-01,"2,008.03"
19-Jan-01,"2,065.61"
18-Jan-01,"2,043.11"
17-Jan-01,"2,034.58"
16-Jan-01,"2,045.89"
15-Jan-01,"2,032.44"
12-Jan-01,"2,104.75"
11-Jan-01,"2,119.14"
10-Jan-01,"2,125.61"
9-Jan-01,"2,101.14"
8-Jan-01,"2,102.06"
5-Jan-01,"2,125.30"
4-Jan-01,"2,117.41"
3-Jan-01,"2,123.90"
2-Jan-01,"2,103.47"
29-Dec-00,"2,073.48"
28-Dec-00,"2,053.70"
27-Dec-00,"2,058.24"
26-Dec-00,"2,076.27"
25-Dec-00,"2,068.17"
22-Dec-00,"2,069.77"
21-Dec-00,"2,076.89"
20-Dec-00,"2,071.27"
19-Dec-00,"2,049.03"
18-Dec-00,"2,044.55"
15-Dec-00,"2,039.36"
14-Dec-00,"2,051.08"
13-Dec-00,"2,056.12"
12-Dec-00,"2,059.05"
11-Dec-00,"2,046.08"
8-Dec-00,"2,073.16"
7-Dec-00,"2,075.04"
6-Dec-00,"2,075.63"
5-Dec-00,"2,091.67"
4-Dec-00,"2,092.14"
1-Dec-00,"2,081.84"
30-Nov-00,"2,070.61"
29-Nov-00,"2,067.49"
28-Nov-00,"2,079.40"
27-Nov-00,"2,049.67"
24-Nov-00,"2,053.37"
23-Nov-00,"2,119.44"
22-Nov-00,"2,113.30"
21-Nov-00,"2,097.98"
20-Nov-00,"2,101.39"
17-Nov-00,"2,093.24"
16-Nov-00,"2,095.98"
15-Nov-00,"2,081.91"
14-Nov-00,"2,085.12"
13-Nov-00,"2,070.79"
10-Nov-00,"2,047.46"
9-Nov-00,"2,032.48"
8-Nov-00,"2,012.91"
7-Nov-00,"1,997.08"
6-Nov-00,"1,991.17"
3-Nov-00,"1,981.63"
2-Nov-00,"1,984.26"
1-Nov-00,"1,977.36"
31-Oct-00,"1,961.29"
30-Oct-00,"1,973.58"
27-Oct-00,"1,967.40"
26-Oct-00,"1,967.67"
25-Oct-00,"1,977.25"
24-Oct-00,"1,956.34"
23-Oct-00,"1,958.94"
20-Oct-00,"1,947.45"
19-Oct-00,"1,913.42"
18-Oct-00,"1,922.85"
17-Oct-00,"1,909.49"
16-Oct-00,"1,902.81"
13-Oct-00,"1,918.16"
12-Oct-00,"1,926.32"
11-Oct-00,"1,933.73"
10-Oct-00,"1,942.15"
9-Oct-00,"1,915.35"
29-Sep-00,"1,910.16"
28-Sep-00,"1,889.29"
27-Sep-00,"1,914.09"
26-Sep-00,"1,887.83"
25-Sep-00,"1,875.91"
22-Sep-00,"1,891.98"
21-Sep-00,"1,907.31"
20-Sep-00,"1,922.29"
19-Sep-00,"1,903.15"
18-Sep-00,"1,946.75"
15-Sep-00,"1,978.43"
14-Sep-00,"1,979.51"
13-Sep-00,"1,988.94"
12-Sep-00,"1,979.10"
11-Sep-00,"1,972.04"
8-Sep-00,"1,959.31"
7-Sep-00,"1,950.66"
6-Sep-00,"1,925.91"
5-Sep-00,"1,963.79"
4-Sep-00,"2,010.60"
1-Sep-00,"1,999.86"
31-Aug-00,"2,021.20"
30-Aug-00,"2,076.14"
29-Aug-00,"2,105.48"
28-Aug-00,"2,100.59"
25-Aug-00,"2,086.70"
24-Aug-00,"2,071.16"
23-Aug-00,"2,057.92"
22-Aug-00,"2,074.70"
21-Aug-00,"2,108.69"
18-Aug-00,"2,090.18"
17-Aug-00,"2,091.59"
16-Aug-00,"2,083.47"
15-Aug-00,"2,076.82"
14-Aug-00,"2,076.30"
11-Aug-00,"2,062.67"
10-Aug-00,"2,065.94"
9-Aug-00,"2,061.18"
8-Aug-00,"2,049.92"
7-Aug-00,"2,039.42"
4-Aug-00,"2,026.36"
3-Aug-00,"2,036.30"
2-Aug-00,"2,030.68"
1-Aug-00,"2,028.15"
31-Jul-00,"2,023.54"
28-Jul-00,"2,012.79"
27-Jul-00,"2,012.35"
26-Jul-00,"2,012.32"
25-Jul-00,"1,996.58"
24-Jul-00,"1,989.24"
21-Jul-00,"1,996.34"
20-Jul-00,"1,991.56"
19-Jul-00,"1,998.43"
18-Jul-00,"1,993.99"
17-Jul-00,"1,982.48"
14-Jul-00,"1,987.19"
13-Jul-00,"1,979.20"
12-Jul-00,"1,973.37"
11-Jul-00,"1,960.54"
10-Jul-00,"1,948.02"
7-Jul-00,"1,932.79"
6-Jul-00,"1,902.55"
5-Jul-00,"1,909.19"
4-Jul-00,"1,907.93"
3-Jul-00,"1,895.64"
30-Jun-00,"1,928.11"
29-Jun-00,"1,937.26"
28-Jun-00,"1,947.48"
27-Jun-00,"1,942.90"
26-Jun-00,"1,948.64"
23-Jun-00,"1,939.63"
22-Jun-00,"1,913.90"
21-Jun-00,"1,913.13"
20-Jun-00,"1,895.35"
19-Jun-00,"1,915.20"
16-Jun-00,"1,926.94"
15-Jun-00,"1,942.29"
14-Jun-00,"1,932.29"
13-Jun-00,"1,938.67"
12-Jun-00,"1,912.56"
9-Jun-00,"1,900.79"
8-Jun-00,"1,925.21"
7-Jun-00,"1,935.03"
6-Jun-00,"1,925.54"
5-Jun-00,"1,899.09"
2-Jun-00,"1,916.25"
1-Jun-00,"1,903.49"
31-May-00,"1,894.55"
30-May-00,"1,877.47"
29-May-00,"1,898.75"
26-May-00,"1,879.62"
25-May-00,"1,880.70"
24-May-00,"1,855.49"
23-May-00,"1,832.08"
22-May-00,"1,824.74"
19-May-00,"1,777.83"
18-May-00,"1,758.54"
17-May-00,"1,725.40"
16-May-00,"1,724.54"
15-May-00,"1,704.59"
12-May-00,"1,720.61"
11-May-00,"1,724.05"
10-May-00,"1,752.69"
9-May-00,"1,806.64"
8-May-00,"1,836.64"
28-Apr-00,"1,836.32"
27-Apr-00,"1,806.83"
26-Apr-00,"1,832.78"
25-Apr-00,"1,833.47"
24-Apr-00,"1,837.40"
21-Apr-00,"1,841.06"
20-Apr-00,"1,847.03"
19-Apr-00,"1,828.71"
18-Apr-00,"1,813.49"
17-Apr-00,"1,795.06"
14-Apr-00,"1,833.66"
13-Apr-00,"1,831.55"
12-Apr-00,"1,807.33"
11-Apr-00,"1,821.17"
10-Apr-00,"1,826.06"
7-Apr-00,"1,819.90"
6-Apr-00,"1,809.14"
5-Apr-00,"1,771.20"
4-Apr-00,"1,760.69"
3-Apr-00,"1,801.00"
31-Mar-00,"1,800.22"
30-Mar-00,"1,810.98"
29-Mar-00,"1,788.81"
28-Mar-00,"1,791.44"
27-Mar-00,"1,775.91"
24-Mar-00,"1,730.50"
23-Mar-00,"1,747.24"
22-Mar-00,"1,720.45"
21-Mar-00,"1,710.32"
20-Mar-00,"1,699.25"
17-Mar-00,"1,658.60"
16-Mar-00,"1,607.53"
15-Mar-00,"1,681.47"
14-Mar-00,"1,681.56"
13-Mar-00,"1,728.88"
10-Mar-00,"1,705.05"
9-Mar-00,"1,732.35"
8-Mar-00,"1,726.03"
7-Mar-00,"1,694.80"
6-Mar-00,"1,681.09"
3-Mar-00,"1,738.02"
2-Mar-00,"1,713.01"
1-Mar-00,"1,697.74"
29-Feb-00,"1,714.58"
28-Feb-00,"1,704.86"
25-Feb-00,"1,631.58"
24-Feb-00,"1,634.31"
23-Feb-00,"1,594.93"
22-Feb-00,"1,632.29"
21-Feb-00,"1,677.14"
18-Feb-00,"1,668.09"
17-Feb-00,"1,640.65"
16-Feb-00,"1,693.11"
15-Feb-00,"1,670.67"
14-Feb-00,"1,673.94"
28-Jan-00,"1,535.00"
27-Jan-00,"1,506.77"
26-Jan-00,"1,481.12"
25-Jan-00,"1,476.51"
24-Jan-00,"1,477.34"
21-Jan-00,"1,465.09"
20-Jan-00,"1,466.86"
19-Jan-00,"1,440.72"
18-Jan-00,"1,426.62"
17-Jan-00,"1,433.33"
14-Jan-00,"1,408.85"
13-Jan-00,"1,424.44"
12-Jan-00,"1,438.02"
11-Jan-00,"1,479.78"
10-Jan-00,"1,545.11"
7-Jan-00,"1,516.60"
6-Jan-00,"1,463.94"
5-Jan-00,"1,409.68"
4-Jan-00,"1,406.37"
30-Dec-99,"1,366.58"
29-Dec-99,"1,356.93"
28-Dec-99,"1,348.82"
27-Dec-99,"1,345.35"
24-Dec-99,"1,355.37"
23-Dec-99,"1,369.46"
22-Dec-99,"1,387.51"
21-Dec-99,"1,395.50"
17-Dec-99,"1,419.55"
16-Dec-99,"1,434.87"
15-Dec-99,"1,451.06"
14-Dec-99,"1,422.26"
13-Dec-99,"1,417.11"
10-Dec-99,"1,428.94"
9-Dec-99,"1,416.73"
8-Dec-99,"1,424.85"
7-Dec-99,"1,428.26"
6-Dec-99,"1,426.99"
3-Dec-99,"1,437.23"
2-Dec-99,"1,435.84"
1-Dec-99,"1,447.12"
30-Nov-99,"1,434.97"
29-Nov-99,"1,435.47"
26-Nov-99,"1,444.51"
25-Nov-99,"1,444.24"
24-Nov-99,"1,454.58"
23-Nov-99,"1,466.43"
22-Nov-99,"1,464.59"
19-Nov-99,"1,468.47"
18-Nov-99,"1,482.45"
17-Nov-99,"1,462.79"
16-Nov-99,"1,431.32"
15-Nov-99,"1,451.54"
12-Nov-99,"1,450.33"
11-Nov-99,"1,443.90"
10-Nov-99,"1,450.15"
9-Nov-99,"1,464.03"
8-Nov-99,"1,471.38"
5-Nov-99,"1,465.23"
4-Nov-99,"1,464.83"
3-Nov-99,"1,475.68"
2-Nov-99,"1,487.47"
1-Nov-99,"1,493.10"
29-Oct-99,"1,504.56"
28-Oct-99,"1,514.53"
27-Oct-99,"1,536.82"
26-Oct-99,"1,482.67"
25-Oct-99,"1,468.27"
22-Oct-99,"1,497.46"
21-Oct-99,"1,458.53"
20-Oct-99,"1,485.83"
19-Oct-99,"1,470.90"
18-Oct-99,"1,501.66"
15-Oct-99,"1,543.80"
14-Oct-99,"1,508.73"
13-Oct-99,"1,507.42"
12-Oct-99,"1,537.80"
11-Oct-99,"1,522.48"
8-Oct-99,"1,534.52"
30-Sep-99,"1,570.70"
29-Sep-99,"1,584.95"
28-Sep-99,"1,591.43"
27-Sep-99,"1,602.16"
24-Sep-99,"1,619.33"
23-Sep-99,"1,604.20"
22-Sep-99,"1,617.06"
21-Sep-99,"1,625.59"
20-Sep-99,"1,633.84"
17-Sep-99,"1,648.56"
16-Sep-99,"1,645.51"
15-Sep-99,"1,662.80"
14-Sep-99,"1,672.89"
13-Sep-99,"1,670.14"
10-Sep-99,"1,659.93"
9-Sep-99,"1,675.12"
8-Sep-99,"1,571.60"
7-Sep-99,"1,562.79"
6-Sep-99,"1,560.68"
3-Sep-99,"1,587.89"
2-Sep-99,"1,611.96"
1-Sep-99,"1,599.55"
31-Aug-99,"1,627.12"
30-Aug-99,"1,619.04"
27-Aug-99,"1,633.90"
26-Aug-99,"1,638.23"
25-Aug-99,"1,625.77"
24-Aug-99,"1,648.47"
23-Aug-99,"1,645.00"
20-Aug-99,"1,628.93"
19-Aug-99,"1,637.74"
18-Aug-99,"1,581.93"
17-Aug-99,"1,576.40"
16-Aug-99,"1,560.07"
13-Aug-99,"1,571.90"
12-Aug-99,"1,575.64"
11-Aug-99,"1,583.40"
10-Aug-99,"1,602.15"
9-Aug-99,"1,628.84"
6-Aug-99,"1,646.59"
5-Aug-99,"1,653.54"
4-Aug-99,"1,649.13"
3-Aug-99,"1,626.84"
2-Aug-99,"1,616.28"
30-Jul-99,"1,601.46"
29-Jul-99,"1,595.86"
28-Jul-99,"1,597.20"
27-Jul-99,"1,590.71"
26-Jul-99,"1,602.03"
23-Jul-99,"1,585.98"
22-Jul-99,"1,550.73"
21-Jul-99,"1,609.81"
20-Jul-99,"1,574.60"
19-Jul-99,"1,479.08"
16-Jul-99,"1,519.74"
15-Jul-99,"1,549.34"
14-Jul-99,"1,559.52"
13-Jul-99,"1,524.82"
12-Jul-99,"1,559.73"
9-Jul-99,"1,584.75"
8-Jul-99,"1,577.99"
7-Jul-99,"1,568.65"
6-Jul-99,"1,517.25"
5-Jul-99,"1,581.82"
2-Jul-99,"1,613.53"
1-Jul-99,"1,560.79"
30-Jun-99,"1,689.43"
29-Jun-99,"1,739.20"
28-Jun-99,"1,693.16"
25-Jun-99,"1,593.86"
24-Jun-99,"1,654.11"
23-Jun-99,"1,606.50"
22-Jun-99,"1,564.44"
21-Jun-99,"1,546.41"
18-Jun-99,"1,498.91"
17-Jun-99,"1,501.01"
16-Jun-99,"1,460.17"
15-Jun-99,"1,387.59"
14-Jun-99,"1,427.71"
11-Jun-99,"1,370.39"
10-Jun-99,"1,364.35"
9-Jun-99,"1,348.61"
8-Jun-99,"1,333.64"
7-Jun-99,"1,326.52"
4-Jun-99,"1,285.58"
3-Jun-99,"1,268.32"
2-Jun-99,"1,287.93"
1-Jun-99,"1,311.59"
31-May-99,"1,279.33"
28-May-99,"1,277.15"
27-May-99,"1,283.02"
26-May-99,"1,236.05"
25-May-99,"1,202.88"
24-May-99,"1,213.65"
21-May-99,"1,168.72"
20-May-99,"1,147.71"
19-May-99,"1,109.09"
18-May-99,"1,059.87"
17-May-99,"1,065.56"
14-May-99,"1,063.28"
13-May-99,"1,088.86"
12-May-99,"1,100.00"
11-May-99,"1,095.40"
10-May-99,"1,071.93"
7-May-99,"1,120.74"
6-May-99,"1,128.22"
5-May-99,"1,116.93"
4-May-99,"1,111.76"
30-Apr-99,"1,120.93"
29-Apr-99,"1,116.40"
28-Apr-99,"1,091.09"
27-Apr-99,"1,091.69"
26-Apr-99,"1,112.79"
23-Apr-99,"1,140.00"
22-Apr-99,"1,137.16"
21-Apr-99,"1,144.07"
20-Apr-99,"1,171.60"
19-Apr-99,"1,159.47"
16-Apr-99,"1,166.24"
15-Apr-99,"1,170.62"
14-Apr-99,"1,181.52"
13-Apr-99,"1,178.19"
12-Apr-99,"1,195.34"
9-Apr-99,"1,205.14"
8-Apr-99,"1,202.47"
7-Apr-99,"1,201.63"
6-Apr-99,"1,199.60"
5-Apr-99,"1,194.47"
2-Apr-99,"1,184.40"
1-Apr-99,"1,168.50"
31-Mar-99,"1,158.05"
30-Mar-99,"1,157.51"
29-Mar-99,"1,169.49"
26-Mar-99,"1,161.12"
25-Mar-99,"1,156.85"
24-Mar-99,"1,169.03"
23-Mar-99,"1,170.95"
22-Mar-99,"1,172.74"
19-Mar-99,"1,172.92"
18-Mar-99,"1,151.99"
17-Mar-99,"1,159.10"
16-Mar-99,"1,166.93"
15-Mar-99,"1,164.64"
12-Mar-99,"1,158.70"
11-Mar-99,"1,149.92"
10-Mar-99,"1,132.74"
9-Mar-99,"1,136.94"
8-Mar-99,"1,142.11"
5-Mar-99,"1,132.36"
4-Mar-99,"1,128.95"
3-Mar-99,"1,128.74"
2-Mar-99,"1,100.92"
1-Mar-99,"1,097.97"
9-Feb-99,"1,090.09"
8-Feb-99,"1,065.82"
5-Feb-99,"1,081.44"
4-Feb-99,"1,103.50"
3-Feb-99,"1,116.87"
2-Feb-99,"1,126.40"
1-Feb-99,"1,120.53"
29-Jan-99,"1,134.67"
28-Jan-99,"1,140.97"
27-Jan-99,"1,146.49"
26-Jan-99,"1,138.21"
25-Jan-99,"1,148.12"
22-Jan-99,"1,162.35"
21-Jan-99,"1,158.50"
20-Jan-99,"1,151.37"
19-Jan-99,"1,158.55"
18-Jan-99,"1,153.12"
15-Jan-99,"1,137.31"
14-Jan-99,"1,148.65"
13-Jan-99,"1,148.15"
12-Jan-99,"1,158.87"
11-Jan-99,"1,172.81"
8-Jan-99,"1,168.81"
7-Jan-99,"1,137.73"
6-Jan-99,"1,132.59"
5-Jan-99,"1,119.96"
4-Jan-99,"1,125.82"
31-Dec-98,"1,146.70"
30-Dec-98,"1,148.26"
29-Dec-98,"1,142.73"
28-Dec-98,"1,159.94"
25-Dec-98,"1,173.91"
24-Dec-98,"1,168.98"
23-Dec-98,"1,172.51"
22-Dec-98,"1,185.97"
21-Dec-98,"1,154.43"
18-Dec-98,"1,155.92"
17-Dec-98,"1,160.09"
16-Dec-98,"1,183.06"
15-Dec-98,"1,194.84"
14-Dec-98,"1,196.30"
11-Dec-98,"1,214.21"
10-Dec-98,"1,204.63"
9-Dec-98,"1,224.09"
8-Dec-98,"1,223.26"
7-Dec-98,"1,209.54"
4-Dec-98,"1,219.20"
3-Dec-98,"1,232.51"
2-Dec-98,"1,236.97"
1-Dec-98,"1,234.36"
30-Nov-98,"1,247.42"
27-Nov-98,"1,245.08"
26-Nov-98,"1,252.82"
25-Nov-98,"1,263.85"
24-Nov-98,"1,278.92"
23-Nov-98,"1,273.79"
20-Nov-98,"1,275.37"
19-Nov-98,"1,275.61"
18-Nov-98,"1,285.50"
17-Nov-98,"1,290.60"
16-Nov-98,"1,293.74"
13-Nov-98,"1,282.51"
12-Nov-98,"1,282.99"
11-Nov-98,"1,286.20"
10-Nov-98,"1,286.56"
9-Nov-98,"1,283.12"
6-Nov-98,"1,259.77"
5-Nov-98,"1,253.28"
4-Nov-98,"1,235.80"
3-Nov-98,"1,236.87"
2-Nov-98,"1,223.48"
30-Oct-98,"1,217.32"
29-Oct-98,"1,216.76"
28-Oct-98,"1,225.93"
27-Oct-98,"1,216.79"
26-Oct-98,"1,208.27"
23-Oct-98,"1,217.43"
22-Oct-98,"1,216.09"
21-Oct-98,"1,207.83"
20-Oct-98,"1,243.64"
19-Oct-98,"1,246.24"
16-Oct-98,"1,250.97"
15-Oct-98,"1,254.81"
14-Oct-98,"1,240.60"
13-Oct-98,"1,244.07"
12-Oct-98,"1,247.15"
9-Oct-98,"1,236.93"
8-Oct-98,"1,228.71"
7-Oct-98,"1,213.79"
6-Oct-98,"1,217.46"
5-Oct-98,"1,234.78"
30-Sep-98,"1,242.90"
29-Sep-98,"1,231.75"
28-Sep-98,"1,230.21"
25-Sep-98,"1,221.58"
24-Sep-98,"1,199.06"
23-Sep-98,"1,229.86"
22-Sep-98,"1,222.63"
21-Sep-98,"1,222.38"
18-Sep-98,"1,207.00"
17-Sep-98,"1,233.70"
16-Sep-98,"1,252.14"
15-Sep-98,"1,230.13"
14-Sep-98,"1,239.61"
11-Sep-98,"1,218.01"
10-Sep-98,"1,213.67"
9-Sep-98,"1,190.68"
8-Sep-98,"1,167.60"
7-Sep-98,"1,178.38"
4-Sep-98,"1,163.53"
3-Sep-98,"1,147.20"
2-Sep-98,"1,136.89"
1-Sep-98,"1,143.12"
31-Aug-98,"1,150.22"
28-Aug-98,"1,129.72"
27-Aug-98,"1,145.22"
26-Aug-98,"1,160.29"
25-Aug-98,"1,179.07"
24-Aug-98,"1,178.55"
21-Aug-98,"1,177.62"
20-Aug-98,"1,149.91"
19-Aug-98,"1,126.08"
18-Aug-98,"1,071.30"
17-Aug-98,"1,070.41"
14-Aug-98,"1,168.03"
13-Aug-98,"1,204.18"
12-Aug-98,"1,190.55"
11-Aug-98,"1,207.67"
10-Aug-98,"1,234.58"
7-Aug-98,"1,271.07"
6-Aug-98,"1,294.16"
5-Aug-98,"1,307.44"
4-Aug-98,"1,293.46"
3-Aug-98,"1,302.10"
31-Jul-98,"1,316.92"
30-Jul-98,"1,315.30"
29-Jul-98,"1,311.94"
28-Jul-98,"1,317.95"
27-Jul-98,"1,321.90"
24-Jul-98,"1,326.82"
23-Jul-98,"1,316.27"
22-Jul-98,"1,299.15"
21-Jul-98,"1,313.01"
20-Jul-98,"1,287.07"
17-Jul-98,"1,314.71"
16-Jul-98,"1,325.63"
15-Jul-98,"1,335.47"
14-Jul-98,"1,336.56"
13-Jul-98,"1,358.81"
10-Jul-98,"1,360.62"
9-Jul-98,"1,343.23"
8-Jul-98,"1,338.98"
7-Jul-98,"1,324.40"
6-Jul-98,"1,315.28"
3-Jul-98,"1,335.12"
2-Jul-98,"1,331.65"
1-Jul-98,"1,316.44"
30-Jun-98,"1,339.20"
29-Jun-98,"1,361.43"
26-Jun-98,"1,385.62"
25-Jun-98,"1,382.04"
24-Jun-98,"1,401.74"
23-Jun-98,"1,397.96"
22-Jun-98,"1,399.36"
19-Jun-98,"1,392.88"
18-Jun-98,"1,370.68"
17-Jun-98,"1,348.94"
16-Jun-98,"1,348.59"
15-Jun-98,"1,365.34"
12-Jun-98,"1,383.39"
11-Jun-98,"1,347.68"
10-Jun-98,"1,368.30"
9-Jun-98,"1,369.65"
8-Jun-98,"1,403.73"
5-Jun-98,"1,408.61"
4-Jun-98,"1,406.30"
3-Jun-98,"1,420.00"
2-Jun-98,"1,413.08"
1-Jun-98,"1,415.58"
29-May-98,"1,411.21"
28-May-98,"1,397.89"
27-May-98,"1,399.54"
26-May-98,"1,390.42"
25-May-98,"1,389.37"
22-May-98,"1,375.82"
21-May-98,"1,366.66"
20-May-98,"1,357.43"
19-May-98,"1,362.29"
18-May-98,"1,368.18"
15-May-98,"1,368.09"
14-May-98,"1,367.13"
13-May-98,"1,369.26"
12-May-98,"1,349.65"
11-May-98,"1,354.61"
8-May-98,"1,357.60"
7-May-98,"1,327.87"
6-May-98,"1,348.41"
5-May-98,"1,352.52"
4-May-98,"1,352.93"
30-Apr-98,"1,343.45"
29-Apr-98,"1,332.50"
28-Apr-98,"1,332.99"
27-Apr-98,"1,310.38"
24-Apr-98,"1,315.17"
23-Apr-98,"1,324.56"
22-Apr-98,"1,332.18"
21-Apr-98,"1,305.22"
20-Apr-98,"1,296.01"
17-Apr-98,"1,298.11"
16-Apr-98,"1,316.25"
15-Apr-98,"1,324.71"
14-Apr-98,"1,313.72"
13-Apr-98,"1,318.75"
10-Apr-98,"1,311.51"
9-Apr-98,"1,297.22"
8-Apr-98,"1,322.79"
7-Apr-98,"1,303.14"
6-Apr-98,"1,306.38"
3-Apr-98,"1,286.08"
2-Apr-98,"1,269.02"
1-Apr-98,"1,254.96"
31-Mar-98,"1,243.02"
30-Mar-98,"1,249.43"
27-Mar-98,"1,223.57"
26-Mar-98,"1,188.87"
25-Mar-98,"1,191.55"
24-Mar-98,"1,194.02"
23-Mar-98,"1,179.87"
20-Mar-98,"1,187.50"
19-Mar-98,"1,188.71"
18-Mar-98,"1,193.91"
17-Mar-98,"1,202.84"
16-Mar-98,"1,188.48"
13-Mar-98,"1,184.96"
12-Mar-98,"1,178.97"
11-Mar-98,"1,190.04"
10-Mar-98,"1,199.83"
9-Mar-98,"1,200.83"
6-Mar-98,"1,206.45"
5-Mar-98,"1,207.54"
4-Mar-98,"1,213.25"
3-Mar-98,"1,201.79"
2-Mar-98,"1,188.31"
27-Feb-98,"1,206.53"
26-Feb-98,"1,206.67"
25-Feb-98,"1,194.67"
24-Feb-98,"1,208.22"
23-Feb-98,"1,208.60"
20-Feb-98,"1,226.02"
19-Feb-98,"1,232.58"
18-Feb-98,"1,229.83"
17-Feb-98,"1,238.50"
16-Feb-98,"1,236.24"
13-Feb-98,"1,245.91"
12-Feb-98,"1,246.30"
11-Feb-98,"1,250.24"
10-Feb-98,"1,236.51"
9-Feb-98,"1,248.04"
